NACA 0210
1.000000  0.001050
0.999615  0.001095
0.998459  0.001230
0.996534  0.001454
0.993844  0.001767
0.990393  0.002167
0.986185  0.002652
0.981228  0.003220
0.975528  0.003869
0.969096  0.004596
0.961940  0.005398
0.954072  0.006272
0.945503  0.007215
0.936248  0.008222
0.926320  0.009291
0.915735  0.010417
0.904508  0.011595
0.892658  0.012823
0.880203  0.014095
0.867161  0.015408
0.853553  0.016756
0.839400  0.018136
0.824724  0.019543
0.809547  0.020973
0.793893  0.022421
0.777785  0.023882
0.761249  0.025353
0.744311  0.026828
0.726995  0.028302
0.709330  0.029771
0.691342  0.031230
0.673059  0.032674
0.654508  0.034098
0.635720  0.035496
0.616723  0.036864
0.597545  0.038196
0.578217  0.039486
0.558769  0.040729
0.539230  0.041919
0.519630  0.043050
0.500000  0.044117
0.480370  0.045113
0.460770  0.046034
0.441231  0.046872
0.421783  0.047623
0.402455  0.048281
0.383277  0.048841
0.364280  0.049297
0.345492  0.049646
0.326941  0.049881
0.308658  0.050000
0.290670  0.049998
0.273005  0.049873
0.255689  0.049622
0.238751  0.049243
0.222215  0.048734
0.206107  0.048095
0.190453  0.047325
0.175276  0.046424
0.160600  0.045394
0.146447  0.044236
0.132839  0.042952
0.119797  0.041545
0.107342  0.040018
0.095492  0.038374
0.084265  0.036618
0.073680  0.034754
0.063752  0.032787
0.054497  0.030722
0.045928  0.028563
0.038060  0.026316
0.030904  0.023986
0.024472  0.021578
0.018772  0.019096
0.013815  0.016545
0.009607  0.013929
0.006156  0.011253
0.003466  0.008519
0.001541  0.005731
0.000385  0.002890
0.000000  0.000000
0.000385  -0.002890
0.001541  -0.005731
0.003466  -0.008519
0.006156  -0.011253
0.009607  -0.013929
0.013815  -0.016545
0.018772  -0.019096
0.024472  -0.021578
0.030904  -0.023986
0.038060  -0.026316
0.045928  -0.028563
0.054497  -0.030722
0.063752  -0.032787
0.073680  -0.034754
0.084265  -0.036618
0.095492  -0.038374
0.107342  -0.040018
0.119797  -0.041545
0.132839  -0.042952
0.146447  -0.044236
0.160600  -0.045394
0.175276  -0.046424
0.190453  -0.047325
0.206107  -0.048095
0.222215  -0.048734
0.238751  -0.049243
0.255689  -0.049622
0.273005  -0.049873
0.290670  -0.049998
0.308658  -0.050000
0.326941  -0.049881
0.345492  -0.049646
0.364280  -0.049297
0.383277  -0.048841
0.402455  -0.048281
0.421783  -0.047623
0.441231  -0.046872
0.460770  -0.046034
0.480370  -0.045113
0.500000  -0.044117
0.519630  -0.043050
0.539230  -0.041919
0.558769  -0.040729
0.578217  -0.039486
0.597545  -0.038196
0.616723  -0.036864
0.635720  -0.035496
0.654508  -0.034098
0.673059  -0.032674
0.691342  -0.031230
0.709330  -0.029771
0.726995  -0.028302
0.744311  -0.026828
0.761249  -0.025353
0.777785  -0.023882
0.793893  -0.022421
0.809547  -0.020973
0.824724  -0.019543
0.839400  -0.018136
0.853553  -0.016756
0.867161  -0.015408
0.880203  -0.014095
0.892658  -0.012823
0.904508  -0.011595
0.915735  -0.010417
0.926320  -0.009291
0.936248  -0.008222
0.945503  -0.007215
0.954072  -0.006272
0.961940  -0.005398
0.969096  -0.004596
0.975528  -0.003869
0.981228  -0.003220
0.986185  -0.002652
0.990393  -0.002167
0.993844  -0.001767
0.996534  -0.001454
0.998459  -0.001230
0.999615  -0.001095
1.000000  -0.001050
