NACA 0009
1.0000     0.00094
0.9500     0.00605
0.9000     0.01086
0.8000     0.01967
0.7000     0.02748
0.6000     0.03423
0.5000     0.03971
0.4000     0.04352
0.3000     0.04501
0.2500     0.04456
0.2000     0.04303
0.1500     0.04009
0.1000     0.03512
0.0750     0.03150
0.0500     0.02666
0.0250     0.01961
0.0125     0.01420
0.0000     0.0000
0.0125     -0.01420
0.0250     -0.01961
0.0500     -0.02666
0.0750     -0.03150
0.1000     -0.03512
0.1500     -0.04009
0.2000     -0.04303
0.2500     -0.04456
0.3000     -0.04501
0.4000     -0.04352
0.5000     -0.03971
0.6000     -0.03423
0.7000     -0.02748
0.8000     -0.01967
0.9000     -0.01086
0.9500     -0.00605
1.0000     -0.00094
